OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0004370,21-10-2015,63,Wholesale,USD,GUT930,36,21,8,3859.20,30873.60,2354.11
SO - 0004371,22-10-2015,156,Distributor,USD,AXW291,13,14,10,234.50,2345.00,126.63
SO - 0004372,22-10-2015,106,Export,USD,AXW291,28,1,10,944.70,9447.00,670.74
SO - 0004373,22-10-2015,171,Distributor,USD,NXH382,59,9,5,3839.10,19195.50,2917.72
SO - 0004374,22-10-2015,175,Wholesale,USD,NXH382,59,6,5,1098.80,5494.00,933.98
SO - 0004375,22-10-2015,78,Distributor,USD,NXH382,53,1,8,1768.80,14150.40,990.53
SO - 0004376,22-10-2015,130,Export,USD,NXH382,58,1,12,3993.20,47918.40,1717.08
SO - 0004377,23-10-2015,72,Wholesale,USD,FLR025,60,13,10,241.20,2412.00,132.66
SO - 0004378,23-10-2015,68,Export,USD,FLR025,62,3,12,3926.20,47114.40,2394.98
SO - 0004379,23-10-2015,79,Wholesale,USD,GUT930,46,11,7,3350.00,23450.00,2579.50
SO - 0004380,23-10-2015,76,Wholesale,USD,AXW291,26,25,6,1835.80,11014.80,844.47
SO - 0004381,23-10-2015,72,Export,USD,FLR025,66,6,11,1118.90,12307.90,928.69
SO - 0004382,23-10-2015,72,Wholesale,USD,FLR025,61,28,12,1051.90,12622.80,568.03
SO - 0004383,23-10-2015,100,Wholesale,USD,AXW291,10,17,9,3577.80,32200.20,2003.57
SO - 0004384,23-10-2015,141,Distributor,USD,FLR025,62,22,6,3953.00,23718.00,2450.86
SO - 0004385,24-10-2015,72,Wholesale,USD,NXH382,59,25,12,2633.10,31597.20,1263.89
SO - 0004386,24-10-2015,57,Distributor,USD,AXW291,1,19,9,1045.20,9406.80,418.08
SO - 0004387,24-10-2015,57,Wholesale,USD,NXH382,55,20,5,3792.20,18961.00,2123.63
SO - 0004388,24-10-2015,51,Wholesale,USD,AXW291,22,3,12,2653.20,31838.40,1751.11
SO - 0004389,24-10-2015,159,Wholesale,USD,GUT930,38,25,7,1005.00,7035.00,402.00
SO - 0004390,24-10-2015,36,Export,USD,GUT930,39,16,6,5929.50,35577.00,4209.95
SO - 0004391,25-10-2015,141,Distributor,USD,GUT930,38,25,7,3484.00,24388.00,1637.48
SO - 0004392,25-10-2015,127,Wholesale,USD,FLR025,61,15,12,1855.90,22270.80,1484.72
SO - 0004393,25-10-2015,39,Export,USD,GUT930,45,15,6,5567.70,33406.20,2728.17
SO - 0004394,25-10-2015,115,Distributor,USD,FLR025,65,8,12,998.30,11979.60,399.32
SO - 0004395,25-10-2015,90,Distributor,USD,GUT930,32,13,12,2626.40,31516.80,1785.95
SO - 0004396,25-10-2015,116,Wholesale,USD,AXW291,11,25,6,1112.20,6673.20,656.20
SO - 0004397,25-10-2015,90,Distributor,USD,AXW291,19,25,10,227.80,2278.00,97.95
SO - 0004398,25-10-2015,134,Distributor,USD,AXW291,21,23,10,3959.70,39597.00,1940.25
SO - 0004399,25-10-2015,91,Distributor,USD,AXW291,16,1,11,6097.00,67067.00,4816.63
SO - 0004400,25-10-2015,165,Wholesale,USD,NXH382,53,2,7,2552.70,17868.90,1506.09
SO - 0004401,25-10-2015,9,Wholesale,USD,NXH382,54,15,9,1025.10,9225.90,512.55
SO - 0004402,25-10-2015,49,Wholesale,USD,GUT930,44,5,9,2425.40,21828.60,1455.24
SO - 0004403,26-10-2015,148,Wholesale,USD,NXH382,49,4,9,3892.70,35034.30,1985.28
SO - 0004404,26-10-2015,95,Wholesale,USD,AXW291,2,6,6,3906.10,23436.60,2031.17
SO - 0004405,26-10-2015,125,Wholesale,USD,AXW291,15,20,5,1038.50,5192.50,820.42
SO - 0004406,26-10-2015,19,Wholesale,USD,AXW291,26,26,8,2398.60,19188.80,1295.24
SO - 0004407,27-10-2015,23,Wholesale,USD,NXH382,56,15,8,1882.70,15061.60,1374.37
SO - 0004408,27-10-2015,113,Distributor,USD,AXW291,3,3,7,1145.70,8019.90,836.36
SO - 0004409,27-10-2015,139,Distributor,USD,GUT930,34,18,10,3698.40,36984.00,3069.67
SO - 0004410,27-10-2015,171,Wholesale,USD,NXH382,59,18,9,2237.80,20140.20,1678.35
SO - 0004411,27-10-2015,86,Wholesale,USD,GUT930,34,1,6,194.30,1165.80,102.98
SO - 0004412,27-10-2015,168,Distributor,USD,NXH382,51,26,9,1065.30,9587.70,607.22
SO - 0004413,27-10-2015,168,Wholesale,USD,AXW291,24,24,5,670.00,3350.00,301.50
SO - 0004414,27-10-2015,71,Distributor,USD,AXW291,27,19,6,958.10,5748.60,450.31
SO - 0004415,27-10-2015,116,Distributor,USD,AXW291,6,3,8,1078.70,8629.60,819.81
SO - 0004416,27-10-2015,53,Wholesale,USD,FLR025,65,14,6,187.60,1125.60,103.18
SO - 0004417,27-10-2015,99,Wholesale,USD,AXW291,8,26,12,3772.10,45265.20,2112.38
SO - 0004418,27-10-2015,159,Distributor,USD,AXW291,10,2,5,743.70,3718.50,468.53
SO - 0004419,27-10-2015,74,Distributor,USD,FLR025,62,26,5,3979.80,19899.00,3104.24
SO - 0004420,28-10-2015,77,Wholesale,USD,AXW291,30,15,8,3966.40,31731.20,1824.54
SO - 0004421,28-10-2015,26,Distributor,USD,AXW291,3,25,7,227.80,1594.60,113.90
SO - 0004422,28-10-2015,79,Distributor,USD,NXH382,52,3,12,5822.30,69867.60,2736.48
SO - 0004423,28-10-2015,35,Distributor,USD,AXW291,13,25,6,1192.60,7155.60,596.30
SO - 0004424,28-10-2015,25,Wholesale,USD,GUT930,33,17,8,1762.10,14096.80,775.32
SO - 0004425,28-10-2015,32,Distributor,USD,GUT930,43,26,5,904.50,4522.50,470.34
SO - 0004426,28-10-2015,25,Wholesale,USD,FLR025,63,26,10,234.50,2345.00,159.46
SO - 0004427,29-10-2015,170,Wholesale,USD,FLR025,61,26,10,2974.80,29748.00,1665.89
SO - 0004428,29-10-2015,94,Wholesale,USD,NXH382,52,4,9,1051.90,9467.10,694.25
SO - 0004429,29-10-2015,22,Distributor,USD,GUT930,35,14,6,837.50,5025.00,569.50
SO - 0004430,29-10-2015,35,Distributor,USD,AXW291,18,17,10,5071.90,50719.00,3246.02
SO - 0004431,29-10-2015,72,Distributor,USD,AXW291,26,5,8,6445.40,51563.20,5414.14
SO - 0004432,29-10-2015,116,Distributor,USD,AXW291,23,15,8,850.90,6807.20,646.68
SO - 0004433,29-10-2015,115,Distributor,USD,AXW291,14,17,8,690.10,5520.80,552.08
SO - 0004434,29-10-2015,23,Wholesale,USD,AXW291,27,2,5,167.50,837.50,77.05
SO - 0004435,29-10-2015,49,Distributor,USD,GUT930,44,1,11,1098.80,12086.80,571.38
SO - 0004436,29-10-2015,55,Wholesale,USD,NXH382,51,6,10,2532.60,25326.00,1950.10
SO - 0004437,30-10-2015,36,Wholesale,USD,AXW291,29,1,6,1085.40,6512.40,586.12
SO - 0004438,30-10-2015,39,Wholesale,USD,AXW291,31,2,8,951.40,7611.20,704.04
SO - 0004439,30-10-2015,8,Wholesale,USD,AXW291,30,26,11,2586.20,28448.20,1163.79
SO - 0004440,30-10-2015,21,Distributor,USD,NXH382,52,24,12,1708.50,20502.00,1161.78
SO - 0004441,31-10-2015,124,Wholesale,USD,GUT930,39,17,6,1078.70,6472.20,506.99
SO - 0004442,31-10-2015,37,Distributor,USD,GUT930,45,6,7,1132.30,7926.10,758.64
SO - 0004443,31-10-2015,143,Export,USD,AXW291,8,21,6,1983.20,11899.20,1269.25
SO - 0004444,31-10-2015,150,Wholesale,USD,AXW291,2,5,5,1051.90,5259.50,746.85
SO - 0004445,31-10-2015,112,Distributor,USD,AXW291,22,16,6,3979.80,23878.80,2268.49
SO - 0004446,31-10-2015,45,Wholesale,USD,AXW291,18,18,12,1708.50,20502.00,683.40
SO - 0004447,31-10-2015,75,Wholesale,USD,AXW291,8,30,12,1005.00,12060.00,623.10
SO - 0004448,31-10-2015,7,Wholesale,USD,AXW291,1,9,11,3845.80,42303.80,2615.14
SO - 0004449,01-11-2015,46,Wholesale,USD,GUT930,45,19,10,1125.60,11256.00,664.10
SO - 0004450,01-11-2015,22,Wholesale,USD,GUT930,37,15,10,1025.10,10251.00,666.32
SO - 0004451,01-11-2015,155,Wholesale,USD,GUT930,32,2,12,6559.30,78711.60,5444.22
SO - 0004452,01-11-2015,132,Distributor,USD,AXW291,29,1,8,2318.20,18545.60,1043.19
SO - 0004453,01-11-2015,25,Wholesale,USD,AXW291,7,20,5,1058.60,5293.00,656.33
SO - 0004454,02-11-2015,116,Distributor,USD,AXW291,28,1,8,1762.10,14096.80,1356.82
SO - 0004455,02-11-2015,168,Wholesale,USD,GUT930,46,26,5,1051.90,5259.50,452.32
SO - 0004456,02-11-2015,125,Wholesale,USD,GUT930,45,25,12,2572.80,30873.60,1312.13
SO - 0004457,02-11-2015,164,Distributor,USD,AXW291,3,8,6,1835.80,11014.80,1413.57
SO - 0004458,02-11-2015,85,Export,USD,NXH382,58,26,11,1078.70,11865.70,453.05
SO - 0004459,02-11-2015,20,Wholesale,USD,NXH382,49,20,9,3919.50,35275.50,3018.02
SO - 0004460,02-11-2015,108,Wholesale,USD,GUT930,37,20,12,5688.30,68259.60,4152.46
SO - 0004461,02-11-2015,67,Wholesale,USD,GUT930,39,26,11,2438.80,26826.80,1414.50
SO - 0004462,02-11-2015,165,Distributor,USD,FLR025,66,4,11,837.50,9212.50,502.50
SO - 0004463,02-11-2015,109,Distributor,USD,AXW291,31,13,5,6438.70,32193.50,4378.32
SO - 0004464,03-11-2015,123,Wholesale,USD,AXW291,25,3,7,1795.60,12569.20,1400.57
SO - 0004465,03-11-2015,100,Distributor,USD,AXW291,26,5,8,1038.50,8308.00,799.65
SO - 0004466,03-11-2015,55,Wholesale,USD,AXW291,3,23,8,174.20,1393.60,85.36
SO - 0004467,03-11-2015,168,Wholesale,USD,AXW291,9,25,8,5185.80,41486.40,3111.48
SO - 0004468,03-11-2015,101,Distributor,USD,AXW291,10,20,5,1045.20,5226.00,512.15
SO - 0004469,03-11-2015,83,Wholesale,USD,FLR025,64,8,10,3872.60,38726.00,2284.83
SO - 0004470,03-11-2015,44,Wholesale,USD,NXH382,58,15,6,1922.90,11537.40,1115.28
SO - 0004471,03-11-2015,82,Wholesale,USD,AXW291,17,14,12,2237.80,26853.60,939.88
SO - 0004472,03-11-2015,56,Wholesale,USD,AXW291,11,1,7,1038.50,7269.50,477.71
SO - 0004473,04-11-2015,121,Export,USD,AXW291,3,25,10,234.50,2345.00,171.19
SO - 0004474,04-11-2015,89,Wholesale,USD,GUT930,38,13,11,1125.60,12381.60,742.90
SO - 0004475,04-11-2015,38,Wholesale,USD,GUT930,45,3,6,1105.50,6633.00,696.47
SO - 0004476,04-11-2015,137,Wholesale,USD,GUT930,46,15,9,2425.40,21828.60,2013.08
SO - 0004477,05-11-2015,84,Wholesale,USD,AXW291,22,21,8,2338.30,18706.40,1987.56
SO - 0004478,05-11-2015,153,Wholesale,USD,AXW291,20,25,8,750.40,6003.20,637.84
SO - 0004479,05-11-2015,26,Wholesale,USD,NXH382,59,15,8,3765.40,30123.20,3162.94
SO - 0004480,05-11-2015,29,Wholesale,USD,AXW291,3,15,7,3946.30,27624.10,2920.26
SO - 0004481,05-11-2015,5,Wholesale,USD,AXW291,31,20,11,871.00,9581.00,409.37
SO - 0004482,05-11-2015,66,Wholesale,USD,GUT930,34,14,5,743.70,3718.50,572.65
SO - 0004483,05-11-2015,85,Distributor,USD,GUT930,43,4,12,1936.30,23235.60,1374.77
SO - 0004484,05-11-2015,154,Distributor,USD,NXH382,56,8,11,2572.80,28300.80,1517.95
SO - 0004485,05-11-2015,164,Distributor,USD,AXW291,12,17,5,850.90,4254.50,357.38
SO - 0004486,05-11-2015,129,Distributor,USD,AXW291,21,8,11,2519.20,27711.20,1889.40
SO - 0004487,05-11-2015,64,Wholesale,USD,NXH382,48,7,9,1045.20,9406.80,522.60
SO - 0004488,06-11-2015,103,Distributor,USD,GUT930,33,5,10,5674.90,56749.00,4142.68
SO - 0004489,06-11-2015,4,Wholesale,USD,NXH382,52,4,8,2405.30,19242.40,1635.60
SO - 0004490,06-11-2015,16,Distributor,USD,AXW291,3,15,5,3095.40,15477.00,2631.09
SO - 0004491,06-11-2015,126,Distributor,USD,AXW291,5,20,9,1065.30,9587.70,458.08
SO - 0004492,06-11-2015,97,Wholesale,USD,FLR025,66,29,7,2907.80,20354.60,2239.01
SO - 0004493,06-11-2015,56,Wholesale,USD,NXH382,58,7,10,1045.20,10452.00,742.09
SO - 0004494,06-11-2015,159,Wholesale,USD,AXW291,19,14,6,2619.70,15718.20,1100.27
SO - 0004495,07-11-2015,74,Export,USD,AXW291,8,25,12,1299.80,15597.60,714.89
SO - 0004496,07-11-2015,37,Distributor,USD,FLR025,61,4,7,254.60,1782.20,208.77
SO - 0004497,07-11-2015,57,Distributor,USD,AXW291,18,25,7,884.40,6190.80,689.83
SO - 0004498,07-11-2015,41,Wholesale,USD,NXH382,58,16,8,268.00,2144.00,144.72
SO - 0004499,07-11-2015,119,Export,USD,AXW291,19,11,9,234.50,2110.50,175.88
SO - 0004500,07-11-2015,173,Export,USD,NXH382,48,4,7,1018.40,7128.80,580.49
SO - 0004501,07-11-2015,96,Distributor,USD,AXW291,13,16,5,3329.90,16649.50,2097.84
SO - 0004502,07-11-2015,18,Wholesale,USD,AXW291,28,8,11,3986.50,43851.50,2391.90
SO - 0004503,08-11-2015,119,Distributor,USD,FLR025,62,14,8,2519.20,20153.60,1058.06
SO - 0004504,08-11-2015,72,Wholesale,USD,AXW291,13,4,11,5768.70,63455.70,4095.78
SO - 0004505,08-11-2015,46,Distributor,USD,NXH382,52,25,7,3865.90,27061.30,2319.54
SO - 0004506,08-11-2015,48,Wholesale,USD,NXH382,56,13,10,3872.60,38726.00,2207.38
SO - 0004507,08-11-2015,82,Wholesale,USD,AXW291,23,3,8,3852.50,30820.00,2041.83
SO - 0004508,08-11-2015,69,Distributor,USD,AXW291,19,14,5,6545.90,32729.50,2749.28
SO - 0004509,08-11-2015,90,Wholesale,USD,NXH382,51,6,6,3510.80,21064.80,1790.51
SO - 0004510,08-11-2015,29,Wholesale,USD,AXW291,19,3,10,2512.50,25125.00,1331.63
SO - 0004511,09-11-2015,17,Distributor,USD,AXW291,5,28,10,1239.50,12395.00,942.02
SO - 0004512,09-11-2015,148,Wholesale,USD,AXW291,8,5,5,2010.00,10050.00,944.70
SO - 0004513,09-11-2015,70,Wholesale,USD,AXW291,26,15,7,201.00,1407.00,114.57
SO - 0004514,09-11-2015,12,Wholesale,USD,AXW291,20,6,11,2539.30,27932.30,2082.23
SO - 0004515,09-11-2015,3,Export,USD,GUT930,38,25,11,201.00,2211.00,88.44
SO - 0004516,09-11-2015,85,Wholesale,USD,AXW291,14,27,8,3926.20,31409.60,3219.48
SO - 0004517,10-11-2015,97,Distributor,USD,GUT930,44,15,7,2385.20,16696.40,1168.75
SO - 0004518,10-11-2015,103,Distributor,USD,AXW291,14,24,6,2793.90,16763.40,1369.01
SO - 0004519,10-11-2015,123,Wholesale,USD,FLR025,63,7,6,254.60,1527.60,124.75
SO - 0004520,10-11-2015,162,Distributor,USD,FLR025,66,1,7,3892.70,27248.90,3230.94
SO - 0004521,11-11-2015,170,Distributor,USD,NXH382,51,3,8,3872.60,30980.80,2323.56
SO - 0004522,11-11-2015,63,Wholesale,USD,NXH382,49,7,12,1051.90,12622.80,452.32
SO - 0004523,11-11-2015,100,Distributor,USD,AXW291,7,17,10,227.80,2278.00,104.79
SO - 0004524,12-11-2015,1,Distributor,USD,GUT930,42,23,10,3879.30,38793.00,2793.10
SO - 0004525,12-11-2015,168,Distributor,USD,NXH382,54,15,5,1105.50,5527.50,818.07
SO - 0004526,12-11-2015,175,Export,USD,FLR025,60,5,5,3993.20,19966.00,2635.51
SO - 0004527,12-11-2015,17,Wholesale,USD,FLR025,66,25,11,187.60,2063.60,129.44
SO - 0004528,12-11-2015,60,Wholesale,USD,AXW291,2,25,11,6358.30,69941.30,3942.15
SO - 0004529,12-11-2015,77,Distributor,USD,NXH382,48,29,11,4006.60,44072.60,2844.69
SO - 0004530,12-11-2015,52,Wholesale,USD,AXW291,12,28,10,4006.60,40066.00,1762.90
SO - 0004531,12-11-2015,38,Distributor,USD,AXW291,19,12,6,3932.90,23597.40,2084.44
SO - 0004532,12-11-2015,35,Distributor,USD,FLR025,66,14,6,6043.40,36260.40,2961.27
SO - 0004533,12-11-2015,82,Wholesale,USD,GUT930,35,26,8,1112.20,8897.60,856.39
SO - 0004534,13-11-2015,119,Wholesale,USD,NXH382,58,4,10,1969.80,19698.00,827.32
SO - 0004535,13-11-2015,168,Wholesale,USD,AXW291,9,6,12,2606.30,31275.60,1798.35
SO - 0004536,13-11-2015,94,Wholesale,USD,NXH382,60,6,10,268.00,2680.00,187.60
SO - 0004537,13-11-2015,169,Wholesale,USD,NXH382,48,2,9,1902.80,17125.20,818.20
SO - 0004538,13-11-2015,159,Wholesale,USD,NXH382,51,22,9,2559.40,23034.60,1791.58
SO - 0004539,13-11-2015,63,Export,USD,AXW291,18,13,10,3879.30,38793.00,3103.44
SO - 0004540,14-11-2015,61,Distributor,USD,AXW291,24,21,7,3859.20,27014.40,3241.73
SO - 0004541,14-11-2015,136,Wholesale,USD,AXW291,3,4,10,1782.20,17822.00,1069.32
SO - 0004542,14-11-2015,6,Wholesale,USD,FLR025,66,13,5,268.00,1340.00,112.56
SO - 0004543,14-11-2015,99,Wholesale,USD,AXW291,21,18,12,6184.10,74209.20,3772.30
SO - 0004544,14-11-2015,40,Export,USD,AXW291,17,15,9,2412.00,21708.00,1206.00
SO - 0004545,14-11-2015,158,Wholesale,USD,AXW291,25,20,12,891.10,10693.20,695.06
SO - 0004546,14-11-2015,106,Distributor,USD,AXW291,13,12,10,2586.20,25862.00,1655.17
SO - 0004547,14-11-2015,44,Wholesale,USD,AXW291,29,26,10,1139.00,11390.00,569.50
SO - 0004548,14-11-2015,39,Export,USD,AXW291,3,20,6,6277.90,37667.40,4143.41
SO - 0004549,14-11-2015,6,Export,USD,FLR025,64,14,8,4013.30,32106.40,2046.78
SO - 0004550,15-11-2015,20,Wholesale,USD,FLR025,61,11,10,5045.10,50451.00,2573.00
SO - 0004551,15-11-2015,43,Wholesale,USD,AXW291,3,4,9,1775.50,15979.50,1154.08
SO - 0004552,15-11-2015,155,Wholesale,USD,AXW291,12,14,6,1742.00,10452.00,923.26
SO - 0004553,15-11-2015,54,Wholesale,USD,NXH382,60,20,6,194.30,1165.80,83.55
SO - 0004554,15-11-2015,124,Wholesale,USD,AXW291,15,15,6,1728.60,10371.60,1452.02
SO - 0004555,15-11-2015,78,Distributor,USD,FLR025,64,5,12,167.50,2010.00,68.68
SO - 0004556,15-11-2015,109,Distributor,USD,AXW291,1,17,10,1876.00,18760.00,1013.04
SO - 0004557,15-11-2015,60,Distributor,USD,NXH382,52,20,8,6324.80,50598.40,5059.84
SO - 0004558,15-11-2015,22,Wholesale,USD,GUT930,43,15,8,3872.60,30980.80,1742.67
SO - 0004559,15-11-2015,162,Wholesale,USD,NXH382,51,21,5,850.90,4254.50,365.89
SO - 0004560,15-11-2015,46,Wholesale,USD,NXH382,47,3,6,2479.00,14874.00,2032.78
SO - 0004561,15-11-2015,81,Distributor,USD,GUT930,46,6,11,5313.10,58444.10,2550.29
SO - 0004562,15-11-2015,160,Export,USD,AXW291,16,12,11,2606.30,28669.30,1277.09
SO - 0004563,16-11-2015,60,Distributor,USD,AXW291,19,19,7,5339.90,37379.30,2189.36
SO - 0004564,16-11-2015,153,Wholesale,USD,GUT930,34,2,11,1983.20,21815.20,1348.58
SO - 0004565,16-11-2015,45,Distributor,USD,AXW291,26,6,6,1715.20,10291.20,1183.49
SO - 0004566,16-11-2015,155,Export,USD,AXW291,2,4,10,3839.10,38391.00,2149.90
SO - 0004567,16-11-2015,104,Export,USD,GUT930,34,2,11,3993.20,43925.20,2276.12
SO - 0004568,16-11-2015,151,Distributor,USD,AXW291,22,15,9,1172.50,10552.50,738.68
SO - 0004569,16-11-2015,57,Wholesale,USD,NXH382,51,5,7,2767.10,19369.70,1632.59
SO - 0004570,16-11-2015,143,Wholesale,USD,GUT930,43,25,5,871.00,4355.00,374.53
SO - 0004571,16-11-2015,117,Distributor,USD,GUT930,40,25,6,2412.00,14472.00,1326.60
SO - 0004572,16-11-2015,52,Wholesale,USD,AXW291,29,26,8,2385.20,19081.60,1526.53
SO - 0004573,16-11-2015,50,Distributor,USD,GUT930,38,16,6,2391.90,14351.40,1889.60
SO - 0004574,17-11-2015,68,Distributor,USD,AXW291,14,19,10,2324.90,23249.00,1371.69
SO - 0004575,17-11-2015,145,Export,USD,AXW291,19,24,5,3691.70,18458.50,2399.61
SO - 0004576,17-11-2015,82,Export,USD,GUT930,33,19,7,904.50,6331.50,506.52
SO - 0004577,17-11-2015,12,Wholesale,USD,AXW291,20,20,7,1715.20,12006.40,943.36
SO - 0004578,17-11-2015,70,Export,USD,GUT930,32,3,7,938.00,6566.00,515.90
SO - 0004579,17-11-2015,170,Export,USD,AXW291,25,3,10,4006.60,40066.00,1762.90
SO - 0004580,17-11-2015,130,Export,USD,NXH382,58,4,5,1232.80,6164.00,628.73
SO - 0004581,17-11-2015,69,Distributor,USD,GUT930,32,15,8,3892.70,31141.60,2296.69
SO - 0004582,17-11-2015,41,Distributor,USD,AXW291,13,26,9,2485.70,22371.30,1093.71
SO - 0004583,17-11-2015,50,Export,USD,GUT930,41,6,6,1742.00,10452.00,1341.34
SO - 0004584,17-11-2015,109,Wholesale,USD,AXW291,7,16,10,187.60,1876.00,91.92
SO - 0004585,17-11-2015,100,Wholesale,USD,AXW291,6,10,6,3966.40,23798.40,2141.86
SO - 0004586,18-11-2015,94,Wholesale,USD,NXH382,54,22,8,1072.00,8576.00,578.88
SO - 0004587,18-11-2015,23,Wholesale,USD,NXH382,54,11,8,877.70,7021.60,675.83
SO - 0004588,18-11-2015,13,Wholesale,USD,GUT930,44,5,8,5701.70,45613.60,3763.12
SO - 0004589,18-11-2015,86,Export,USD,AXW291,14,25,12,1708.50,20502.00,973.85
SO - 0004590,18-11-2015,32,Distributor,USD,AXW291,20,4,10,871.00,8710.00,688.09
SO - 0004591,18-11-2015,34,Distributor,USD,AXW291,6,20,7,6030.00,42210.00,2894.40
SO - 0004592,18-11-2015,21,Wholesale,USD,AXW291,1,12,12,5406.90,64882.80,3676.69
SO - 0004593,18-11-2015,160,Wholesale,USD,AXW291,4,3,5,783.90,3919.50,352.76
SO - 0004594,18-11-2015,85,Wholesale,USD,AXW291,21,3,9,268.00,2412.00,147.40
SO - 0004595,18-11-2015,150,Distributor,USD,AXW291,30,1,5,1936.30,9681.50,793.88
SO - 0004596,19-11-2015,116,Distributor,USD,NXH382,54,25,5,1078.70,5393.50,690.37
SO - 0004597,19-11-2015,166,Wholesale,USD,AXW291,12,21,9,3785.50,34069.50,1968.46
SO - 0004598,19-11-2015,112,Wholesale,USD,GUT930,43,3,6,2599.60,15597.60,1637.75
SO - 0004599,19-11-2015,150,Distributor,USD,NXH382,48,5,10,2003.30,20033.00,1522.51
SO - 0004600,19-11-2015,96,Wholesale,USD,GUT930,34,1,10,3979.80,39798.00,2666.47
SO - 0004601,19-11-2015,152,Wholesale,USD,NXH382,55,24,8,1125.60,9004.80,574.06
SO - 0004602,19-11-2015,72,Wholesale,USD,NXH382,50,26,5,2726.90,13634.50,1417.99
SO - 0004603,19-11-2015,31,Wholesale,USD,GUT930,34,3,11,1943.00,21373.00,1379.53
SO - 0004604,20-11-2015,158,Wholesale,USD,AXW291,3,18,5,1078.70,5393.50,776.66
SO - 0004605,20-11-2015,15,Distributor,USD,NXH382,49,14,5,5252.80,26264.00,3887.07
SO - 0004606,20-11-2015,23,Export,USD,NXH382,48,21,9,6304.70,56742.30,4161.10
SO - 0004607,20-11-2015,30,Distributor,USD,GUT930,41,19,7,2331.60,16321.20,1492.22
SO - 0004608,20-11-2015,128,Distributor,USD,NXH382,57,24,9,1085.40,9768.60,922.59
SO - 0004609,20-11-2015,76,Distributor,USD,AXW291,6,2,7,3095.40,21667.80,2104.87
SO - 0004610,20-11-2015,149,Export,USD,AXW291,29,1,7,3852.50,26967.50,3197.58
SO - 0004611,20-11-2015,169,Distributor,USD,GUT930,36,11,10,1058.60,10586.00,772.78
SO - 0004612,20-11-2015,124,Wholesale,USD,AXW291,17,1,12,2619.70,31436.40,2069.56
SO - 0004613,20-11-2015,119,Export,USD,GUT930,42,18,10,3973.10,39731.00,1668.70
SO - 0004614,20-11-2015,147,Wholesale,USD,NXH382,56,14,12,187.60,2251.20,150.08
SO - 0004615,20-11-2015,17,Distributor,USD,AXW291,25,25,8,3731.90,29855.20,2351.10
SO - 0004616,21-11-2015,50,Distributor,USD,NXH382,52,15,6,1092.10,6552.60,469.60
SO - 0004617,21-11-2015,50,Wholesale,USD,AXW291,15,18,9,3986.50,35878.50,3308.80
SO - 0004618,21-11-2015,44,Wholesale,USD,NXH382,50,5,8,6331.50,50652.00,4748.63
SO - 0004619,21-11-2015,71,Wholesale,USD,NXH382,55,23,5,5145.60,25728.00,3190.27
SO - 0004620,21-11-2015,175,Export,USD,AXW291,7,6,11,3839.10,42230.10,2188.29
SO - 0004621,21-11-2015,78,Distributor,USD,GUT930,32,26,12,2532.60,30391.20,1595.54
SO - 0004622,21-11-2015,15,Wholesale,USD,GUT930,41,3,11,2318.20,25500.20,1947.29
SO - 0004623,21-11-2015,31,Distributor,USD,GUT930,40,2,5,924.60,4623.00,564.01
SO - 0004624,22-11-2015,13,Wholesale,USD,FLR025,63,17,8,1721.90,13775.20,688.76
SO - 0004625,22-11-2015,57,Distributor,USD,NXH382,50,4,7,180.90,1266.30,90.45
SO - 0004626,22-11-2015,74,Wholesale,USD,NXH382,47,22,8,1011.70,8093.60,455.27
SO - 0004627,22-11-2015,91,Wholesale,USD,FLR025,61,6,8,1005.00,8040.00,542.70
SO - 0004628,23-11-2015,39,Wholesale,USD,AXW291,27,4,10,1192.60,11926.00,918.30
SO - 0004629,23-11-2015,101,Wholesale,USD,AXW291,20,8,11,810.70,8917.70,680.99
SO - 0004630,23-11-2015,146,Distributor,USD,GUT930,34,27,7,5386.80,37707.60,3878.50
SO - 0004631,23-11-2015,6,Export,USD,AXW291,28,29,5,1815.70,9078.50,1034.95
SO - 0004632,23-11-2015,129,Wholesale,USD,AXW291,31,29,10,1051.90,10519.00,578.55
SO - 0004633,23-11-2015,24,Wholesale,USD,NXH382,52,4,9,1092.10,9828.90,611.58
SO - 0004634,23-11-2015,17,Distributor,USD,AXW291,24,18,12,1936.30,23235.60,1568.40
SO - 0004635,23-11-2015,116,Wholesale,USD,AXW291,10,2,11,3437.10,37808.10,2887.16
SO - 0004636,23-11-2015,144,Wholesale,USD,GUT930,47,18,7,3182.50,22277.50,1782.20
SO - 0004637,24-11-2015,36,Export,USD,FLR025,65,25,8,3792.20,30337.60,2237.40
SO - 0004638,24-11-2015,30,Distributor,USD,AXW291,21,15,12,1132.30,13587.60,792.61
SO - 0004639,24-11-2015,152,Export,USD,FLR025,65,17,8,904.50,7236.00,768.83
SO - 0004640,24-11-2015,30,Wholesale,USD,AXW291,26,26,10,3986.50,39865.00,2511.50
SO - 0004641,24-11-2015,92,Wholesale,USD,GUT930,43,13,10,1051.90,10519.00,662.70
SO - 0004642,24-11-2015,66,Distributor,USD,AXW291,22,13,7,964.80,6753.60,405.22
SO - 0004643,24-11-2015,1,Wholesale,USD,AXW291,7,6,11,1098.80,12086.80,516.44
